"play_id","game_id","home_team","away_team","posteam","posteam_type","defteam","side_of_field","yardline_100","game_date","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","quarter_end","drive","sp","qtr","down","ydstogo","shotgun","no_huddle","posteam_timeouts_remaining","defteam_timeouts_remaining","posteam_score","defteam_score","score_differential","play_type"
3007,2015111507,"PIT","CLE","CLE","away","PIT","PIT",32,"2015-11-15",307,1207,1207,2,0,17,0,3,"3",4,1,0,3,3,3,24,-21,1
3031,2015111507,"PIT","CLE","CLE","away","PIT","PIT",22,"2015-11-15",261,1161,1161,2,0,17,0,3,"1",10,1,0,3,3,3,24,-21,1
3055,2015111507,"PIT","CLE","CLE","away","PIT","PIT",14,"2015-11-15",217,1117,1117,2,0,17,0,3,"2",2,1,0,3,3,3,24,-21,1
3074,2015111507,"PIT","CLE","CLE","away","PIT","PIT",17,"2015-11-15",168,1068,1068,2,0,17,0,3,"3",5,1,0,3,3,3,24,-21,1
3109,2015111507,"PIT","CLE","CLE","away","PIT","PIT",12,"2015-11-15",146,1046,1046,2,0,17,0,3,"1",10,1,0,2,3,3,24,-21,0
3249,2015111507,"PIT","CLE","CLE","away","PIT","PIT",16,"2015-11-15",60,960,960,2,0,17,0,3,"1",16,1,0,2,3,3,24,-21,1
3268,2015111507,"PIT","CLE","CLE","away","PIT","PIT",25,"2015-11-15",14,914,914,2,0,17,0,3,"2",25,1,0,2,3,3,24,-21,1
3308,2015111507,"PIT","CLE","CLE","away","PIT","PIT",19,"2015-11-15",900,900,900,2,0,17,0,4,"3",19,1,0,2,3,3,24,-21,1
3449,2015111507,"PIT","CLE","CLE","away","PIT","PIT",11,"2015-11-15",794,794,794,2,0,19,0,4,"1",10,0,0,2,3,3,24,-21,0
3470,2015111507,"PIT","CLE","CLE","away","PIT","PIT",7,"2015-11-15",753,753,753,2,0,19,1,4,"2",6,1,0,2,3,3,24,-21,1
3717,2015111507,"PIT","CLE","CLE","away","PIT","CLE",80,"2015-11-15",541,541,541,2,0,21,0,4,"1",10,1,0,2,3,9,30,-21,1
3741,2015111507,"PIT","CLE","CLE","away","PIT","CLE",78,"2015-11-15",512,512,512,2,0,21,0,4,"2",8,1,1,2,3,9,30,-21,1
3765,2015111507,"PIT","CLE","CLE","away","PIT","CLE",57,"2015-11-15",492,492,492,2,0,21,0,4,"1",10,1,1,2,3,9,30,-21,1
3789,2015111507,"PIT","CLE","CLE","away","PIT","PIT",37,"2015-11-15",462,462,462,2,0,21,0,4,"1",10,1,1,2,3,9,30,-21,1
3813,2015111507,"PIT","CLE","CLE","away","PIT","PIT",15,"2015-11-15",429,429,429,2,0,21,0,4,"1",10,1,0,2,3,9,30,-21,1
3841,2015111507,"PIT","CLE","CLE","away","PIT","PIT",15,"2015-11-15",424,424,424,2,0,21,0,4,"2",10,1,0,2,3,9,30,-21,1
3890,2015111507,"PIT","CLE","CLE","away","PIT","PIT",20,"2015-11-15",419,419,419,2,0,21,0,4,"3",15,1,0,2,3,9,30,-21,1
3984,2015111507,"PIT","CLE","CLE","away","PIT","PIT",5,"2015-11-15",363,363,363,2,0,21,0,4,"1",5,1,0,2,2,9,30,-21,1
4010,2015111507,"PIT","CLE","CLE","away","PIT","PIT",5,"2015-11-15",357,357,357,2,0,21,0,4,"2",5,1,0,2,2,9,30,-21,1
4036,2015111507,"PIT","CLE","CLE","away","PIT","PIT",5,"2015-11-15",352,352,352,2,0,21,0,4,"3",5,1,0,2,2,9,30,-21,1
397,2015121302,"CIN","PIT","CIN","home","PIT","CIN",90,"2015-12-13",556,1456,3256,1,0,2,0,1,"1",10,0,0,3,2,0,7,-7,1
426,2015121302,"CIN","PIT","CIN","home","PIT","CIN",73,"2015-12-13",521,1421,3221,1,0,2,0,1,"1",10,1,0,3,2,0,7,-7,0
447,2015121302,"CIN","PIT","CIN","home","PIT","CIN",75,"2015-12-13",481,1381,3181,1,0,2,0,1,"2",12,1,0,3,2,0,7,-7,1
482,2015121302,"CIN","PIT","CIN","home","PIT","PIT",42,"2015-12-13",465,1365,3165,1,0,2,0,1,"1",10,0,0,3,2,0,7,-7,0
503,2015121302,"CIN","PIT","CIN","home","PIT","PIT",30,"2015-12-13",423,1323,3123,1,0,2,0,1,"1",10,0,0,3,2,0,7,-7,1
525,2015121302,"CIN","PIT","CIN","home","PIT","PIT",30,"2015-12-13",415,1315,3115,1,0,2,0,1,"2",10,0,0,3,2,0,7,-7,0
546,2015121302,"CIN","PIT","CIN","home","PIT","PIT",30,"2015-12-13",380,1280,3080,1,0,2,0,1,"3",10,1,0,3,2,0,7,-7,1
570,2015121302,"CIN","PIT","CIN","home","PIT","PIT",6,"2015-12-13",344,1244,3044,1,0,2,0,1,"1",6,0,0,3,2,0,7,-7,0
591,2015121302,"CIN","PIT","CIN","home","PIT","PIT",4,"2015-12-13",306,1206,3006,1,0,2,0,1,"2",4,1,0,3,2,0,7,-7,1
1019,2015121302,"CIN","PIT","CIN","home","PIT","CIN",79,"2015-12-13",748,748,2548,1,0,4,0,2,"1",10,0,0,2,1,0,10,-10,1
1110,2015121302,"CIN","PIT","CIN","home","PIT","PIT",36,"2015-12-13",708,708,2508,1,0,4,0,2,"1",10,0,0,2,1,0,10,-10,0
1131,2015121302,"CIN","PIT","CIN","home","PIT","PIT",36,"2015-12-13",666,666,2466,1,0,4,0,2,"2",10,1,0,2,1,0,10,-10,1
1153,2015121302,"CIN","PIT","CIN","home","PIT","PIT",36,"2015-12-13",659,659,2459,1,0,4,0,2,"3",10,0,0,2,1,0,10,-10,1
1407,2015121302,"CIN","PIT","CIN","home","PIT","CIN",80,"2015-12-13",420,420,2220,1,0,6,0,2,"1",10,1,0,2,1,0,13,-13,0
1428,2015121302,"CIN","PIT","CIN","home","PIT","CIN",66,"2015-12-13",393,393,2193,1,0,6,1,2,"1",10,1,0,2,1,0,13,-13,1
1722,2015121302,"CIN","PIT","CIN","home","PIT","CIN",98,"2015-12-13",143,143,1943,1,0,8,0,2,"1",10,0,0,2,1,7,13,-6,1
1763,2015121302,"CIN","PIT","CIN","home","PIT","CIN",94,"2015-12-13",120,120,1920,1,0,8,0,2,"2",6,0,0,2,1,7,13,-6,0
1801,2015121302,"CIN","PIT","CIN","home","PIT","CIN",91,"2015-12-13",112,112,1912,1,0,8,0,2,"3",3,1,0,2,0,7,13,-6,1
2089,2015121302,"CIN","PIT","CIN","home","PIT","CIN",80,"2015-12-13",900,1800,1800,2,0,11,0,3,"1",10,1,0,3,3,7,16,-9,1
2189,2015121302,"CIN","PIT","CIN","home","PIT","CIN",68,"2015-12-13",843,1743,1743,2,0,12,0,3,"1",10,1,0,3,3,7,22,-15,0
2210,2015121302,"CIN","PIT","CIN","home","PIT","CIN",67,"2015-12-13",807,1707,1707,2,0,12,0,3,"2",9,1,0,3,3,7,22,-15,1
2236,2015121302,"CIN","PIT","CIN","home","PIT","CIN",67,"2015-12-13",803,1703,1703,2,0,12,0,3,"3",9,1,0,3,3,7,22,-15,1
2264,2015121302,"CIN","PIT","CIN","home","PIT","PIT",49,"2015-12-13",760,1660,1660,2,0,12,0,3,"1",10,1,0,3,3,7,22,-15,1
2289,2015121302,"CIN","PIT","CIN","home","PIT","CIN",57,"2015-12-13",740,1640,1640,2,0,12,0,3,"2",18,0,0,3,3,7,22,-15,1
2313,2015121302,"CIN","PIT","CIN","home","PIT","PIT",36,"2015-12-13",703,1603,1603,2,0,12,0,3,"1",10,0,0,3,3,7,22,-15,0
2334,2015121302,"CIN","PIT","CIN","home","PIT","PIT",33,"2015-12-13",662,1562,1562,2,0,12,0,3,"2",7,1,0,3,3,7,22,-15,1
2358,2015121302,"CIN","PIT","CIN","home","PIT","PIT",28,"2015-12-13",620,1520,1520,2,0,12,0,3,"3",2,1,0,3,3,7,22,-15,1
2507,2015121302,"CIN","PIT","CIN","home","PIT","CIN",73,"2015-12-13",485,1385,1385,2,0,14,0,3,"1",10,1,0,3,3,10,22,-12,0
2528,2015121302,"CIN","PIT","CIN","home","PIT","CIN",72,"2015-12-13",447,1347,1347,2,0,14,0,3,"2",9,1,0,3,3,10,22,-12,1
2550,2015121302,"CIN","PIT","CIN","home","PIT","CIN",72,"2015-12-13",442,1342,1342,2,0,14,0,3,"3",9,1,0,3,3,10,22,-12,1
3015,2015121302,"CIN","PIT","CIN","home","PIT","CIN",80,"2015-12-13",896,896,896,2,0,16,0,4,"1",10,0,0,3,3,10,25,-15,1
3037,2015121302,"CIN","PIT","CIN","home","PIT","CIN",80,"2015-12-13",890,890,890,2,0,16,0,4,"2",10,1,0,3,3,10,25,-15,1
3061,2015121302,"CIN","PIT","CIN","home","PIT","CIN",57,"2015-12-13",875,875,875,2,0,16,0,4,"1",10,0,0,3,3,10,25,-15,0
3082,2015121302,"CIN","PIT","CIN","home","PIT","CIN",53,"2015-12-13",836,836,836,2,0,16,0,4,"2",6,1,0,3,3,10,25,-15,1
3106,2015121302,"CIN","PIT","CIN","home","PIT","PIT",49,"2015-12-13",795,795,795,2,0,16,0,4,"3",2,1,0,3,3,10,25,-15,0
3127,2015121302,"CIN","PIT","CIN","home","PIT","PIT",31,"2015-12-13",766,766,766,2,0,16,0,4,"1",10,0,0,3,3,10,25,-15,1
3151,2015121302,"CIN","PIT","CIN","home","PIT","PIT",8,"2015-12-13",738,738,738,2,0,16,0,4,"1",8,1,0,3,3,10,25,-15,0
3172,2015121302,"CIN","PIT","CIN","home","PIT","PIT",8,"2015-12-13",693,693,693,2,0,16,0,4,"2",8,1,0,3,3,10,25,-15,1
3196,2015121302,"CIN","PIT","CIN","home","PIT","PIT",5,"2015-12-13",650,650,650,2,0,16,0,4,"3",5,1,0,3,3,10,25,-15,1
3419,2015121302,"CIN","PIT","CIN","home","PIT","CIN",96,"2015-12-13",448,448,448,2,0,18,0,4,"1",10,1,0,3,3,13,25,-12,1
3441,2015121302,"CIN","PIT","CIN","home","PIT","CIN",96,"2015-12-13",440,440,440,2,0,18,0,4,"2",10,1,0,3,3,13,25,-12,1
3470,2015121302,"CIN","PIT","CIN","home","PIT","CIN",85,"2015-12-13",412,412,412,2,0,18,0,4,"1",10,1,0,3,3,13,25,-12,1
3494,2015121302,"CIN","PIT","CIN","home","PIT","CIN",76,"2015-12-13",380,380,380,2,0,18,0,4,"2",1,1,0,3,3,13,25,-12,0
3550,2015121302,"CIN","PIT","CIN","home","PIT","CIN",82,"2015-12-13",325,325,325,2,0,18,0,4,"1",20,1,0,3,3,13,25,-12,1
3722,2015121302,"CIN","PIT","CIN","home","PIT","CIN",80,"2015-12-13",229,229,229,2,0,20,0,4,"1",10,1,0,3,2,13,32,-19,1
3746,2015121302,"CIN","PIT","CIN","home","PIT","CIN",72,"2015-12-13",224,224,224,2,0,20,0,4,"2",2,1,0,3,2,13,32,-19,1
3770,2015121302,"CIN","PIT","CIN","home","PIT","CIN",63,"2015-12-13",197,197,197,2,0,20,0,4,"1",10,1,0,3,2,13,32,-19,1
3798,2015121302,"CIN","PIT","CIN","home","PIT","CIN",55,"2015-12-13",168,168,168,2,0,20,0,4,"2",2,1,0,3,2,13,32,-19,0
3836,2015121302,"CIN","PIT","CIN","home","PIT","MID",50,"2015-12-13",160,160,160,2,0,20,0,4,"1",10,1,0,2,2,13,32,-19,1
3860,2015121302,"CIN","PIT","CIN","home","PIT","PIT",41,"2015-12-13",133,133,133,2,0,20,0,4,"2",1,1,0,2,2,13,32,-19,1
3901,2015121302,"CIN","PIT","CIN","home","PIT","PIT",34,"2015-12-13",120,120,120,2,0,20,0,4,"1",10,1,0,2,2,13,32,-19,1
3920,2015121302,"CIN","PIT","CIN","home","PIT","PIT",40,"2015-12-13",84,84,84,2,0,20,0,4,"2",16,1,0,2,2,13,32,-19,1
3961,2015121302,"CIN","PIT","CIN","home","PIT","PIT",18,"2015-12-13",74,74,74,2,0,20,0,4,"1",10,1,0,1,2,13,32,-19,1
3985,2015121302,"CIN","PIT","CIN","home","PIT","PIT",5,"2015-12-13",67,67,67,2,0,20,1,4,"1",5,1,0,1,2,13,32,-19,1
220,2015122010,"PIT","DEN","DEN","away","PIT","DEN",91,"2015-12-20",700,1600,3400,1,0,2,0,1,"1",10,0,0,3,3,0,0,0,0
241,2015122010,"PIT","DEN","DEN","away","PIT","DEN",90,"2015-12-20",676,1576,3376,1,0,2,0,1,"2",9,0,0,3,3,0,0,0,0
352,2015122010,"PIT","DEN","DEN","away","PIT","DEN",85,"2015-12-20",613,1513,3313,1,0,4,0,1,"1",10,0,0,3,3,0,7,-7,1
380,2015122010,"PIT","DEN","DEN","away","PIT","DEN",85,"2015-12-20",607,1507,3307,1,0,4,0,1,"2",10,0,0,3,3,0,7,-7,1
404,2015122010,"PIT","DEN","DEN","away","PIT","DEN",66,"2015-12-20",576,1476,3276,1,0,4,0,1,"1",10,0,0,3,3,0,7,-7,1
428,2015122010,"PIT","DEN","DEN","away","PIT","DEN",55,"2015-12-20",543,1443,3243,1,0,4,0,1,"1",10,0,0,3,3,0,7,-7,0
449,2015122010,"PIT","DEN","DEN","away","PIT","DEN",52,"2015-12-20",511,1411,3211,1,0,4,0,1,"2",7,0,0,3,3,0,7,-7,0
470,2015122010,"PIT","DEN","DEN","away","PIT","PIT",47,"2015-12-20",469,1369,3169,1,0,4,0,1,"3",2,1,0,3,3,0,7,-7,1
494,2015122010,"PIT","DEN","DEN","away","PIT","PIT",36,"2015-12-20",439,1339,3139,1,0,4,0,1,"1",10,1,0,3,3,0,7,-7,1
534,2015122010,"PIT","DEN","DEN","away","PIT","PIT",43,"2015-12-20",399,1299,3099,1,0,4,0,1,"2",17,1,0,3,3,0,7,-7,1
558,2015122010,"PIT","DEN","DEN","away","PIT","PIT",34,"2015-12-20",362,1262,3062,1,0,4,0,1,"3",8,1,0,3,3,0,7,-7,1
582,2015122010,"PIT","DEN","DEN","away","PIT","PIT",18,"2015-12-20",325,1225,3025,1,0,4,0,1,"1",10,0,0,3,3,0,7,-7,0
603,2015122010,"PIT","DEN","DEN","away","PIT","PIT",18,"2015-12-20",291,1191,2991,1,0,4,0,1,"2",10,0,0,3,3,0,7,-7,1
629,2015122010,"PIT","DEN","DEN","away","PIT","PIT",18,"2015-12-20",285,1185,2985,1,0,4,1,1,"3",10,1,0,3,3,0,7,-7,1
812,2015122010,"PIT","DEN","DEN","away","PIT","DEN",61,"2015-12-20",196,1096,2896,1,0,6,1,1,"1",10,0,0,3,3,7,7,0,1
1091,2015122010,"PIT","DEN","DEN","away","PIT","DEN",60,"2015-12-20",79,979,2779,1,0,8,0,1,"1",20,0,0,3,3,14,7,7,0
1112,2015122010,"PIT","DEN","DEN","away","PIT","DEN",58,"2015-12-20",48,948,2748,1,0,8,0,1,"2",18,1,0,3,3,14,7,7,1
1175,2015122010,"PIT","DEN","DEN","away","PIT","PIT",46,"2015-12-20",900,900,2700,1,0,8,0,2,"3",6,0,0,3,3,14,7,7,1
1199,2015122010,"PIT","DEN","DEN","away","PIT","PIT",37,"2015-12-20",869,869,2669,1,0,8,0,2,"1",10,0,0,3,3,14,7,7,1
1223,2015122010,"PIT","DEN","DEN","away","PIT","PIT",20,"2015-12-20",831,831,2631,1,0,8,0,2,"1",10,1,1,3,3,14,7,7,0
1245,2015122010,"PIT","DEN","DEN","away","PIT","PIT",15,"2015-12-20",799,799,2599,1,0,8,0,2,"2",5,1,0,3,3,14,7,7,1
1271,2015122010,"PIT","DEN","DEN","away","PIT","PIT",15,"2015-12-20",791,791,2591,1,0,8,0,2,"3",5,1,0,3,3,14,7,7,1
1295,2015122010,"PIT","DEN","DEN","away","PIT","PIT",8,"2015-12-20",749,749,2549,1,0,8,0,2,"1",8,0,0,3,3,14,7,7,0
1316,2015122010,"PIT","DEN","DEN","away","PIT","PIT",1,"2015-12-20",720,720,2520,1,0,8,0,2,"2",1,0,0,3,3,14,7,7,0
1341,2015122010,"PIT","DEN","DEN","away","PIT","PIT",7,"2015-12-20",696,696,2496,1,0,8,1,2,"3",7,1,0,3,3,14,7,7,0
1858,2015122010,"PIT","DEN","DEN","away","PIT","DEN",80,"2015-12-20",453,453,2253,1,0,10,0,2,"1",10,0,0,3,3,20,10,10,0
1883,2015122010,"PIT","DEN","DEN","away","PIT","DEN",73,"2015-12-20",414,414,2214,1,0,10,0,2,"2",3,0,0,3,3,20,10,10,0
1907,2015122010,"PIT","DEN","DEN","away","PIT","PIT",49,"2015-12-20",385,385,2185,1,0,10,0,2,"1",10,0,0,3,3,20,10,10,1
1929,2015122010,"PIT","DEN","DEN","away","PIT","PIT",49,"2015-12-20",380,380,2180,1,0,10,0,2,"2",10,0,0,3,3,20,10,10,0
1950,2015122010,"PIT","DEN","DEN","away","PIT","PIT",42,"2015-12-20",340,340,2140,1,0,10,0,2,"3",3,1,0,3,3,20,10,10,1
2052,2015122010,"PIT","DEN","DEN","away","PIT","PIT",31,"2015-12-20",245,245,2045,1,0,10,0,2,"1",10,0,0,3,3,20,10,10,0
2073,2015122010,"PIT","DEN","DEN","away","PIT","PIT",29,"2015-12-20",214,214,2014,1,0,10,0,2,"2",8,1,0,3,3,20,10,10,1
2097,2015122010,"PIT","DEN","DEN","away","PIT","PIT",22,"2015-12-20",174,174,1974,1,0,10,0,2,"3",1,0,0,3,3,20,10,10,0
2121,2015122010,"PIT","DEN","DEN","away","PIT","PIT",8,"2015-12-20",148,148,1948,1,0,10,0,2,"1",8,0,0,3,3,20,10,10,0
2159,2015122010,"PIT","DEN","DEN","away","PIT","PIT",6,"2015-12-20",120,120,1920,1,0,10,1,2,"2",6,0,0,3,3,20,10,10,1
2579,2015122010,"PIT","DEN","DEN","away","PIT","DEN",81,"2015-12-20",895,1795,1795,2,0,13,0,3,"1",10,1,0,3,3,27,13,14,1
2603,2015122010,"PIT","DEN","DEN","away","PIT","DEN",72,"2015-12-20",864,1764,1764,2,0,13,0,3,"2",1,0,0,3,3,27,13,14,0
2656,2015122010,"PIT","DEN","DEN","away","PIT","DEN",80,"2015-12-20",816,1716,1716,2,0,13,0,3,"1",20,1,0,3,3,27,13,14,1
2682,2015122010,"PIT","DEN","DEN","away","PIT","DEN",80,"2015-12-20",812,1712,1712,2,0,13,0,3,"2",20,1,0,3,3,27,13,14,1
2704,2015122010,"PIT","DEN","DEN","away","PIT","DEN",80,"2015-12-20",807,1707,1707,2,0,13,0,3,"3",20,1,0,3,3,27,13,14,0
2851,2015122010,"PIT","DEN","DEN","away","PIT","DEN",86,"2015-12-20",686,1586,1586,2,0,15,0,3,"1",10,1,0,3,3,27,13,14,1
2873,2015122010,"PIT","DEN","DEN","away","PIT","DEN",86,"2015-12-20",683,1583,1583,2,0,15,0,3,"2",10,0,0,3,3,27,13,14,0
2894,2015122010,"PIT","DEN","DEN","away","PIT","DEN",83,"2015-12-20",647,1547,1547,2,0,15,0,3,"3",7,1,0,3,3,27,13,14,1
3189,2015122010,"PIT","DEN","DEN","away","PIT","DEN",80,"2015-12-20",436,1336,1336,2,0,17,0,3,"1",10,1,0,3,3,27,20,7,1
3213,2015122010,"PIT","DEN","DEN","away","PIT","DEN",51,"2015-12-20",396,1296,1296,2,0,17,0,3,"1",10,0,0,3,3,27,20,7,1
3239,2015122010,"PIT","DEN","DEN","away","PIT","DEN",51,"2015-12-20",390,1290,1290,2,0,17,0,3,"2",10,0,0,3,3,27,20,7,0
3260,2015122010,"PIT","DEN","DEN","away","PIT","DEN",51,"2015-12-20",352,1252,1252,2,0,17,0,3,"3",10,1,0,3,3,27,20,7,1
3574,2015122010,"PIT","DEN","DEN","away","PIT","DEN",72,"2015-12-20",64,964,964,2,0,19,0,3,"1",10,0,0,3,3,27,20,7,0
3595,2015122010,"PIT","DEN","DEN","away","PIT","DEN",74,"2015-12-20",26,926,926,2,0,19,0,3,"2",12,0,0,3,3,27,20,7,1
3617,2015122010,"PIT","DEN","DEN","away","PIT","DEN",74,"2015-12-20",22,922,922,2,0,19,0,3,"3",12,1,0,3,3,27,20,7,1
3881,2015122010,"PIT","DEN","DEN","away","PIT","DEN",75,"2015-12-20",731,731,731,2,0,21,0,4,"1",10,0,0,3,3,27,27,0,1
3905,2015122010,"PIT","DEN","DEN","away","PIT","DEN",70,"2015-12-20",690,690,690,2,0,21,0,4,"2",5,0,0,3,3,27,27,0,1
3931,2015122010,"PIT","DEN","DEN","away","PIT","DEN",70,"2015-12-20",685,685,685,2,0,21,0,4,"3",5,1,0,3,3,27,27,0,1
4093,2015122010,"PIT","DEN","DEN","away","PIT","DEN",84,"2015-12-20",550,550,550,2,0,23,0,4,"1",10,0,0,3,3,27,27,0,0
4119,2015122010,"PIT","DEN","DEN","away","PIT","DEN",87,"2015-12-20",516,516,516,2,0,23,0,4,"2",13,0,0,3,3,27,27,0,1
4189,2015122010,"PIT","DEN","DEN","away","PIT","DEN",90,"2015-12-20",462,462,462,2,0,23,0,4,"3",16,1,0,3,3,27,27,0,1
4358,2015122010,"PIT","DEN","DEN","away","PIT","DEN",89,"2015-12-20",335,335,335,2,0,25,0,4,"1",10,0,0,3,3,27,27,0,1
4393,2015122010,"PIT","DEN","DEN","away","PIT","DEN",76,"2015-12-20",303,303,303,2,0,25,0,4,"1",10,0,0,3,3,27,27,0,0
4414,2015122010,"PIT","DEN","DEN","away","PIT","DEN",73,"2015-12-20",268,268,268,2,0,25,0,4,"2",7,0,0,3,3,27,27,0,1
4553,2015122010,"PIT","DEN","DEN","away","PIT","DEN",60,"2015-12-20",195,195,195,2,0,27,0,4,"1",10,1,0,3,3,27,34,-7,1
4575,2015122010,"PIT","DEN","DEN","away","PIT","DEN",60,"2015-12-20",191,191,191,2,0,27,0,4,"2",10,1,0,3,3,27,34,-7,1
4619,2015122010,"PIT","DEN","DEN","away","PIT","DEN",54,"2015-12-20",184,184,184,2,0,27,0,4,"3",4,1,0,3,3,27,34,-7,1
4644,2015122010,"PIT","DEN","DEN","away","PIT","PIT",41,"2015-12-20",178,178,178,2,0,27,0,4,"1",10,1,0,3,3,27,34,-7,1
4670,2015122010,"PIT","DEN","DEN","away","PIT","PIT",41,"2015-12-20",175,175,175,2,0,27,0,4,"2",10,1,0,3,3,27,34,-7,0
4708,2015122010,"PIT","DEN","DEN","away","PIT","PIT",36,"2015-12-20",141,141,141,2,0,27,0,4,"3",5,1,0,3,2,27,34,-7,1
4824,2015122010,"PIT","DEN","DEN","away","PIT","PIT",41,"2015-12-20",121,121,121,2,0,29,0,4,"1",10,1,0,2,2,27,34,-7,1
4904,2015122010,"PIT","DEN","DEN","away","PIT","PIT",41,"2015-12-20",116,116,116,2,0,29,0,4,"2",10,1,0,2,2,27,34,-7,1
4926,2015122010,"PIT","DEN","DEN","away","PIT","PIT",41,"2015-12-20",112,112,112,2,0,29,0,4,"3",10,1,0,2,2,27,34,-7,1
206,2015122712,"BAL","PIT","BAL","home","PIT","BAL",75,"2015-12-27",660,1560,3360,1,0,2,0,1,"1",10,0,0,3,3,0,0,0,0
231,2015122712,"BAL","PIT","BAL","home","PIT","BAL",69,"2015-12-27",636,1536,3336,1,0,2,0,1,"2",4,0,0,3,3,0,0,0,0
252,2015122712,"BAL","PIT","BAL","home","PIT","BAL",60,"2015-12-27",604,1504,3304,1,0,2,0,1,"1",10,0,0,3,3,0,0,0,1
276,2015122712,"BAL","PIT","BAL","home","PIT","BAL",50,"2015-12-27",575,1475,3275,1,0,2,0,1,"1",10,0,0,3,3,0,0,0,0
297,2015122712,"BAL","PIT","BAL","home","PIT","PIT",49,"2015-12-27",546,1446,3246,1,0,2,0,1,"2",9,0,0,3,3,0,0,0,0
318,2015122712,"BAL","PIT","BAL","home","PIT","PIT",49,"2015-12-27",508,1408,3208,1,0,2,0,1,"3",9,1,1,3,3,0,0,0,1
342,2015122712,"BAL","PIT","BAL","home","PIT","PIT",33,"2015-12-27",476,1376,3176,1,0,2,0,1,"1",10,0,1,3,3,0,0,0,0
363,2015122712,"BAL","PIT","BAL","home","PIT","PIT",29,"2015-12-27",440,1340,3140,1,0,2,0,1,"2",6,0,0,3,3,0,0,0,0
384,2015122712,"BAL","PIT","BAL","home","PIT","PIT",28,"2015-12-27",405,1305,3105,1,0,2,0,1,"3",5,1,1,3,3,0,0,0,1
449,2015122712,"BAL","PIT","BAL","home","PIT","PIT",32,"2015-12-27",344,1244,3044,1,0,2,0,1,"2",20,1,0,3,3,0,0,0,0
470,2015122712,"BAL","PIT","BAL","home","PIT","PIT",17,"2015-12-27",308,1208,3008,1,0,2,0,1,"3",5,1,0,3,3,0,0,0,1
494,2015122712,"BAL","PIT","BAL","home","PIT","PIT",10,"2015-12-27",275,1175,2975,1,0,2,0,1,"1",10,0,1,3,3,0,0,0,0
515,2015122712,"BAL","PIT","BAL","home","PIT","PIT",8,"2015-12-27",242,1142,2942,1,0,2,0,1,"2",8,1,0,3,3,0,0,0,1
537,2015122712,"BAL","PIT","BAL","home","PIT","PIT",8,"2015-12-27",238,1138,2938,1,0,2,1,1,"3",8,1,0,3,3,0,0,0,1
876,2015122712,"BAL","PIT","BAL","home","PIT","BAL",80,"2015-12-27",888,888,2688,1,0,4,0,2,"1",10,0,0,3,3,7,3,4,0
897,2015122712,"BAL","PIT","BAL","home","PIT","BAL",66,"2015-12-27",856,856,2656,1,0,4,0,2,"1",10,0,0,3,3,7,3,4,0
918,2015122712,"BAL","PIT","BAL","home","PIT","BAL",65,"2015-12-27",819,819,2619,1,0,4,0,2,"2",9,0,0,3,3,7,3,4,1
942,2015122712,"BAL","PIT","BAL","home","PIT","BAL",59,"2015-12-27",799,799,2599,1,0,4,0,2,"3",3,1,0,3,3,7,3,4,1
973,2015122712,"BAL","PIT","BAL","home","PIT","BAL",54,"2015-12-27",769,769,2569,1,0,4,0,2,"1",10,0,0,3,3,7,3,4,1
997,2015122712,"BAL","PIT","BAL","home","PIT","PIT",37,"2015-12-27",741,741,2541,1,0,4,0,2,"1",10,0,1,3,3,7,3,4,0
1018,2015122712,"BAL","PIT","BAL","home","PIT","PIT",32,"2015-12-27",713,713,2513,1,0,4,0,2,"2",5,1,1,3,3,7,3,4,1
1042,2015122712,"BAL","PIT","BAL","home","PIT","PIT",23,"2015-12-27",676,676,2476,1,0,4,0,2,"1",10,0,0,3,3,7,3,4,0
1063,2015122712,"BAL","PIT","BAL","home","PIT","PIT",22,"2015-12-27",645,645,2445,1,0,4,0,2,"2",9,0,0,3,3,7,3,4,1
1087,2015122712,"BAL","PIT","BAL","home","PIT","PIT",19,"2015-12-27",609,609,2409,1,0,4,0,2,"3",6,1,1,3,3,7,3,4,1
1315,2015122712,"BAL","PIT","BAL","home","PIT","BAL",67,"2015-12-27",422,422,2222,1,0,6,0,2,"1",10,1,0,3,3,10,3,7,1
1339,2015122712,"BAL","PIT","BAL","home","PIT","BAL",63,"2015-12-27",392,392,2192,1,0,6,0,2,"2",6,1,0,3,3,10,3,7,1
1384,2015122712,"BAL","PIT","BAL","home","PIT","BAL",68,"2015-12-27",388,388,2188,1,0,6,0,2,"3",11,1,1,3,3,10,3,7,1
1500,2015122712,"BAL","PIT","BAL","home","PIT","BAL",56,"2015-12-27",278,278,2078,1,0,8,0,2,"1",10,0,0,3,3,10,3,7,0
1553,2015122712,"BAL","PIT","BAL","home","PIT","BAL",65,"2015-12-27",220,220,2020,1,0,8,0,2,"2",19,1,0,3,3,10,3,7,1
1577,2015122712,"BAL","PIT","BAL","home","PIT","PIT",48,"2015-12-27",184,184,1984,1,0,8,0,2,"3",2,1,1,3,3,10,3,7,1
1601,2015122712,"BAL","PIT","BAL","home","PIT","PIT",39,"2015-12-27",151,151,1951,1,0,8,0,2,"1",10,0,0,3,3,10,3,7,0
1639,2015122712,"BAL","PIT","BAL","home","PIT","PIT",40,"2015-12-27",120,120,1920,1,0,8,0,2,"2",11,0,0,3,3,10,3,7,0
